Artist,Title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Morgan Wallen,Last Night,59uQI0PADDKeE6UZDTJEe8,0.517,0.675,6,-5.382,1,0.0357,0.459,0.0,0.151,0.518,203.853,audio_features,spotify:track:59uQI0PADDKeE6UZDTJEe8,https://api.spotify.com/v1/tracks/59uQI0PADDKeE6UZDTJEe8,https://api.spotify.com/v1/audio-analysis/59uQI0PADDKeE6UZDTJEe8,163855,4
Luke Combs,Fast Car,1Lo0QY9cvc8sUB2vnIOxDT,0.712,0.603,8,-5.52,1,0.0262,0.186,0.0,0.115,0.67,97.994,audio_features,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,https://api.spotify.com/v1/tracks/1Lo0QY9cvc8sUB2vnIOxDT,https://api.spotify.com/v1/audio-analysis/1Lo0QY9cvc8sUB2vnIOxDT,265493,4
Olivia Rodrigo,Vampire,4sSKTQcX6pQIncWcNJdkiD,0.675,0.609,1,-7.905,1,0.094,0.284,0.268,0.112,0.057,119.973,audio_features,spotify:track:4sSKTQcX6pQIncWcNJdkiD,https://api.spotify.com/v1/tracks/4sSKTQcX6pQIncWcNJdkiD,https://api.spotify.com/v1/audio-analysis/4sSKTQcX6pQIncWcNJdkiD,300000,4
Rema & Selena Gomez,Calm Down,0WtM2NBVQNNJLh6scP13H8,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,audio_features,spotify:track:0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/tracks/0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/audio-analysis/0WtM2NBVQNNJLh6scP13H8,239318,4
Taylor Swift,I Can See You (Taylor's Version) (From The Vault),0hTenOns6LBffrOtLg3rMe,0.705,0.619,8,-6.208,1,0.0493,0.206,0.000986,0.139,0.39,93.031,audio_features,spotify:track:0hTenOns6LBffrOtLg3rMe,https://api.spotify.com/v1/tracks/0hTenOns6LBffrOtLg3rMe,https://api.spotify.com/v1/audio-analysis/0hTenOns6LBffrOtLg3rMe,193548,4
Miley Cyrus,Flowers,0yLdNVWF3Srea0uzk55zFn,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,audio_features,spotify:track:0yLdNVWF3Srea0uzk55zFn,https://api.spotify.com/v1/tracks/0yLdNVWF3Srea0uzk55zFn,https://api.spotify.com/v1/audio-analysis/0yLdNVWF3Srea0uzk55zFn,200455,4
Gunna,Fukumean,4rXLjWdF2ZZpXCVTfWcshS,0.847,0.622,1,-6.747,0,0.0903,0.119,0.0,0.285,0.22,130.001,audio_features,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,https://api.spotify.com/v1/tracks/4rXLjWdF2ZZpXCVTfWcshS,https://api.spotify.com/v1/audio-analysis/4rXLjWdF2ZZpXCVTfWcshS,125040,4
Lil Durk Featuring J. Cole,All My Life,6HgWWaMu31KdOpEG5l28BG,0.829,0.436,3,-8.205,1,0.327,0.15,0.0,0.0954,0.693,143.031,audio_features,spotify:track:6HgWWaMu31KdOpEG5l28BG,https://api.spotify.com/v1/tracks/6HgWWaMu31KdOpEG5l28BG,https://api.spotify.com/v1/audio-analysis/6HgWWaMu31KdOpEG5l28BG,223204,4
Taylor Swift,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427,4
Taylor Swift Featuring Ice Spice,Karma,3cbbb7H5k6yXNndjZ0AJuV,0.662,0.603,11,-5.595,0,0.364,0.348,0.0,0.085,0.599,133.629,audio_features,spotify:track:3cbbb7H5k6yXNndjZ0AJuV,https://api.spotify.com/v1/tracks/3cbbb7H5k6yXNndjZ0AJuV,https://api.spotify.com/v1/audio-analysis/3cbbb7H5k6yXNndjZ0AJuV,104160,3
SZA,Kill Bill,1Qrg8KqiBpW07V7PNxwwwL,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,audio_features,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL,153947,4
SZA,Snooze,2CSRrnOEELmhpq8iaAi9cd,0.461,0.279,9,-11.776,0,0.0373,0.911,0.0,0.205,0.599,114.225,audio_features,spotify:track:2CSRrnOEELmhpq8iaAi9cd,https://api.spotify.com/v1/tracks/2CSRrnOEELmhpq8iaAi9cd,https://api.spotify.com/v1/audio-analysis/2CSRrnOEELmhpq8iaAi9cd,150720,4
Toosii,Favorite Song,1SRw5p2lVAi7RGlHEmZg66,0.816,0.367,2,-9.354,1,0.0588,0.314,0.0,0.0987,0.413,116.035,audio_features,spotify:track:1SRw5p2lVAi7RGlHEmZg66,https://api.spotify.com/v1/tracks/1SRw5p2lVAi7RGlHEmZg66,https://api.spotify.com/v1/audio-analysis/1SRw5p2lVAi7RGlHEmZg66,208630,4
"Metro Boomin, The Weeknd & 21 Savage",Creepin',2dHHgzDwk4BJdRwy9uXhTO,0.715,0.62,1,-6.005,0,0.0484,0.417,0.0,0.0822,0.172,97.95,audio_features,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/tracks/2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/audio-analysis/2dHHgzDwk4BJdRwy9uXhTO,221520,4
Taylor Swift,Mine (Taylor's Version),0fAbfDiuQiUwV7FUcFfRGY,0.695,0.723,7,-3.806,1,0.0285,0.00727,1.2e-06,0.1,0.679,121.011,audio_features,spotify:track:0fAbfDiuQiUwV7FUcFfRGY,https://api.spotify.com/v1/tracks/0fAbfDiuQiUwV7FUcFfRGY,https://api.spotify.com/v1/audio-analysis/0fAbfDiuQiUwV7FUcFfRGY,230333,4
Taylor Swift,Back To December (Taylor's Version),79uDOz0zuuWS7HWxzMmTa2,0.497,0.635,2,-3.927,1,0.0273,0.00621,0.0,0.117,0.203,142.063,audio_features,spotify:track:79uDOz0zuuWS7HWxzMmTa2,https://api.spotify.com/v1/tracks/79uDOz0zuuWS7HWxzMmTa2,https://api.spotify.com/v1/audio-analysis/79uDOz0zuuWS7HWxzMmTa2,294190,4
Jelly Roll,Need A Favor,5twSy6ffBrF03mnNUsUgJZ,0.504,0.771,6,-4.231,1,0.0319,0.0123,1.89e-05,0.078,0.555,157.985,audio_features,spotify:track:5twSy6ffBrF03mnNUsUgJZ,https://api.spotify.com/v1/tracks/5twSy6ffBrF03mnNUsUgJZ,https://api.spotify.com/v1/audio-analysis/5twSy6ffBrF03mnNUsUgJZ,197400,4
Miguel,Sure Thing,559SdaPI7mqy9IQiscuaMj,0.753,0.458,4,-12.52,0,0.123,0.0812,0.00413,0.209,0.662,105.057,audio_features,spotify:track:559SdaPI7mqy9IQiscuaMj,https://api.spotify.com/v1/tracks/559SdaPI7mqy9IQiscuaMj,https://api.spotify.com/v1/audio-analysis/559SdaPI7mqy9IQiscuaMj,150054,4
Taylor Swift,Enchanted (Taylor's Version),3lm4L3pPL32PFy74dR17OR,0.34,0.663,8,-5.597,1,0.0331,0.0747,2.34e-06,0.563,0.214,163.678,audio_features,spotify:track:3lm4L3pPL32PFy74dR17OR,https://api.spotify.com/v1/tracks/3lm4L3pPL32PFy74dR17OR,https://api.spotify.com/v1/audio-analysis/3lm4L3pPL32PFy74dR17OR,389213,4
Taylor Swift,Anti-Hero,0V3wPSX9ygBnCm8psDIegu,0.637,0.643,4,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,audio_features,spotify:track:0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,200690,4
Zach Bryan,Something In The Orange,3WMj8moIAXJhHsyLaqIIHI,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,audio_features,spotify:track:3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI,228013,3
Taylor Swift,Sparks Fly (Taylor's Version),3MytWN8L7shNYzGl4tAKRp,0.588,0.758,5,-2.347,1,0.0305,0.0251,0.0,0.131,0.387,114.991,audio_features,spotify:track:3MytWN8L7shNYzGl4tAKRp,https://api.spotify.com/v1/tracks/3MytWN8L7shNYzGl4tAKRp,https://api.spotify.com/v1/audio-analysis/3MytWN8L7shNYzGl4tAKRp,261231,4
Eslabon Armado X Peso Pluma,Ella Baila Sola,3qQbCzHBycnDpGskqOWY0E,0.668,0.758,5,-5.176,0,0.0332,0.483,1.89e-05,0.0837,0.834,147.989,audio_features,spotify:track:3qQbCzHBycnDpGskqOWY0E,https://api.spotify.com/v1/tracks/3qQbCzHBycnDpGskqOWY0E,https://api.spotify.com/v1/audio-analysis/3qQbCzHBycnDpGskqOWY0E,165671,3
The Weeknd & Ariana Grande,Die For You,7oDd86yk8itslrA9HRP2ki,0.531,0.525,1,-6.5,0,0.0671,0.232,0.0,0.441,0.502,66.9,audio_features,spotify:track:7oDd86yk8itslrA9HRP2ki,https://api.spotify.com/v1/tracks/7oDd86yk8itslrA9HRP2ki,https://api.spotify.com/v1/audio-analysis/7oDd86yk8itslrA9HRP2ki,232857,4
Morgan Wallen,You Proof,5W4kiM2cUYBJXKRudNyxjW,0.732,0.839,9,-5.007,1,0.0345,0.265,0.0,0.602,0.629,119.724,audio_features,spotify:track:5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/tracks/5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/audio-analysis/5W4kiM2cUYBJXKRudNyxjW,157478,4
Taylor Swift,Dear John (Taylor's Version),1ubvV5ECkm6nSI6g1HmbBK,0.589,0.47,4,-5.32,1,0.028,0.166,1.45e-06,0.112,0.102,119.386,audio_features,spotify:track:1ubvV5ECkm6nSI6g1HmbBK,https://api.spotify.com/v1/tracks/1ubvV5ECkm6nSI6g1HmbBK,https://api.spotify.com/v1/audio-analysis/1ubvV5ECkm6nSI6g1HmbBK,403920,3
Fifty Fifty,Cupid,7FbrGaHYVDmfr7KoLIZnQ7,0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,audio_features,spotify:track:7FbrGaHYVDmfr7KoLIZnQ7,https://api.spotify.com/v1/tracks/7FbrGaHYVDmfr7KoLIZnQ7,https://api.spotify.com/v1/audio-analysis/7FbrGaHYVDmfr7KoLIZnQ7,174253,4
Taylor Swift,Better Than Revenge (Taylor's Version),0NwGC0v03ysCYINtg6ns58,0.496,0.885,11,-2.969,0,0.0803,0.000886,0.0,0.191,0.665,145.863,audio_features,spotify:track:0NwGC0v03ysCYINtg6ns58,https://api.spotify.com/v1/tracks/0NwGC0v03ysCYINtg6ns58,https://api.spotify.com/v1/audio-analysis/0NwGC0v03ysCYINtg6ns58,220307,4
Bailey Zimmerman,Religiously,0bILU0UiNDmA5Ff6whhb2R,0.57,0.67,1,-6.519,1,0.0274,0.426,0.0,0.108,0.593,140.924,audio_features,spotify:track:0bILU0UiNDmA5Ff6whhb2R,https://api.spotify.com/v1/tracks/0bILU0UiNDmA5Ff6whhb2R,https://api.spotify.com/v1/audio-analysis/0bILU0UiNDmA5Ff6whhb2R,178723,4
Morgan Wallen,Thinkin' Bout Me,0PAcdVzhPO4gq1Iym9ESnK,0.656,0.757,3,-5.775,0,0.0308,0.492,0.0,0.117,0.429,139.971,audio_features,spotify:track:0PAcdVzhPO4gq1Iym9ESnK,https://api.spotify.com/v1/tracks/0PAcdVzhPO4gq1Iym9ESnK,https://api.spotify.com/v1/audio-analysis/0PAcdVzhPO4gq1Iym9ESnK,177388,4
Taylor Swift Featuring Hayley Williams,Castles Crumbling (Taylor's Version) (From The Vault),2QtJA4gbwe1AcanB2p21aP,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,audio_features,spotify:track:2QtJA4gbwe1AcanB2p21aP,https://api.spotify.com/v1/tracks/2QtJA4gbwe1AcanB2p21aP,https://api.spotify.com/v1/audio-analysis/2QtJA4gbwe1AcanB2p21aP,217347,4
Dua Lipa,Dance The Night,1vYXt7VSjH9JIM5oRRo7vA,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,audio_features,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA,176579,4
Taylor Swift,Speak Now (Taylor's Version),5xXqyjLicvEpch72qEryFT,0.727,0.677,7,-2.871,1,0.0325,0.248,0.0,0.143,0.639,118.995,audio_features,spotify:track:5xXqyjLicvEpch72qEryFT,https://api.spotify.com/v1/tracks/5xXqyjLicvEpch72qEryFT,https://api.spotify.com/v1/audio-analysis/5xXqyjLicvEpch72qEryFT,242473,4
Taylor Swift,When Emma Falls In Love (Taylor's Version) (From The Vault),4rpcEmKRnih4f1yNrCJMsm,0.544,0.254,2,-19.173,1,0.0495,0.943,0.901,0.128,0.19,137.986,audio_features,spotify:track:4rpcEmKRnih4f1yNrCJMsm,https://api.spotify.com/v1/tracks/4rpcEmKRnih4f1yNrCJMsm,https://api.spotify.com/v1/audio-analysis/4rpcEmKRnih4f1yNrCJMsm,282073,4
Taylor Swift Featuring Fall Out Boy,Electric Touch (Taylor's Version) (From The Vault),4e3ZNTAV6PCrdYMUrUlMpQ,0.547,0.855,7,-4.7,1,0.0597,0.0164,0.0,0.144,0.282,131.073,audio_features,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ,https://api.spotify.com/v1/tracks/4e3ZNTAV6PCrdYMUrUlMpQ,https://api.spotify.com/v1/audio-analysis/4e3ZNTAV6PCrdYMUrUlMpQ,266467,4
Ed Sheeran,Eyes Closed,07bsRv0pcpbG4zJeLsUs1p,0.777,0.526,2,-6.221,1,0.0645,0.302,0.0,0.105,0.389,107.071,audio_features,spotify:track:07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/tracks/07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/audio-analysis/07bsRv0pcpbG4zJeLsUs1p,194849,4
Yng Lvcas x Peso Pluma,La Bebe,2UW7JaomAMuX9pZrjVpHAU,0.812,0.479,2,-5.678,0,0.333,0.213,1.21e-06,0.0756,0.559,169.922,audio_features,spotify:track:2UW7JaomAMuX9pZrjVpHAU,https://api.spotify.com/v1/tracks/2UW7JaomAMuX9pZrjVpHAU,https://api.spotify.com/v1/audio-analysis/2UW7JaomAMuX9pZrjVpHAU,234353,4
Jordan Davis,Next Thing You Know,2lNTHWu2I5Tcz9ukWsV5Jj,0.557,0.597,5,-8.296,1,0.048,0.646,0.0,0.0974,0.414,78.526,audio_features,spotify:track:2lNTHWu2I5Tcz9ukWsV5Jj,https://api.spotify.com/v1/tracks/2lNTHWu2I5Tcz9ukWsV5Jj,https://api.spotify.com/v1/audio-analysis/2lNTHWu2I5Tcz9ukWsV5Jj,175238,4
Taylor Swift,Mean (Taylor's Version),30Y4CV7A6YqtQtTTo7Ue4j,0.524,0.692,4,-3.866,1,0.0369,0.311,0.0,0.192,0.621,163.874,audio_features,spotify:track:30Y4CV7A6YqtQtTTo7Ue4j,https://api.spotify.com/v1/tracks/30Y4CV7A6YqtQtTTo7Ue4j,https://api.spotify.com/v1/audio-analysis/30Y4CV7A6YqtQtTTo7Ue4j,238693,4
Taylor Swift,Foolish One (Taylor's Version) (From The Vault),1UdpND6ddu5MLshMwiXz6m,0.707,0.758,4,-7.041,0,0.29,0.254,6.8e-06,0.227,0.629,80.01,audio_features,spotify:track:1UdpND6ddu5MLshMwiXz6m,https://api.spotify.com/v1/tracks/1UdpND6ddu5MLshMwiXz6m,https://api.spotify.com/v1/audio-analysis/1UdpND6ddu5MLshMwiXz6m,222719,4
Old Dominion,Memory Lane,5kB6WithhB8Iv08EMNmAbt,0.645,0.8,6,-4.272,1,0.0363,0.0189,1.12e-05,0.0858,0.375,118.977,audio_features,spotify:track:5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/tracks/5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/audio-analysis/5kB6WithhB8Iv08EMNmAbt,172480,4
Taylor Swift,The Story Of Us (Taylor's Version),6dTA6y0C2ReQklntzZl8l3,0.515,0.781,4,-2.608,1,0.0535,0.00192,0.0,0.054,0.57,139.846,audio_features,spotify:track:6dTA6y0C2ReQklntzZl8l3,https://api.spotify.com/v1/tracks/6dTA6y0C2ReQklntzZl8l3,https://api.spotify.com/v1/audio-analysis/6dTA6y0C2ReQklntzZl8l3,267653,4
Drake,Search & Rescue,3fXGxzX58uWi6kqnbco7Q4,0.595,0.879,1,-6.941,1,0.11,0.000274,0.0,0.0795,0.325,141.996,audio_features,spotify:track:3fXGxzX58uWi6kqnbco7Q4,https://api.spotify.com/v1/tracks/3fXGxzX58uWi6kqnbco7Q4,https://api.spotify.com/v1/audio-analysis/3fXGxzX58uWi6kqnbco7Q4,178732,4
Grupo Frontera X Bad Bunny,Un x100to,6pD0ufEQq0xdHSsRbg9LBK,0.569,0.724,6,-4.076,0,0.0474,0.228,0.0,0.27,0.562,83.118,audio_features,spotify:track:6pD0ufEQq0xdHSsRbg9LBK,https://api.spotify.com/v1/tracks/6pD0ufEQq0xdHSsRbg9LBK,https://api.spotify.com/v1/audio-analysis/6pD0ufEQq0xdHSsRbg9LBK,194563,4
Morgan Wallen,Thought You Should Know,3Qu3Zh4WTKhP9GEXo0aDnb,0.53,0.678,6,-6.16,1,0.0278,0.506,6.23e-06,0.138,0.508,140.05,audio_features,spotify:track:3Qu3Zh4WTKhP9GEXo0aDnb,https://api.spotify.com/v1/tracks/3Qu3Zh4WTKhP9GEXo0aDnb,https://api.spotify.com/v1/audio-analysis/3Qu3Zh4WTKhP9GEXo0aDnb,215572,4
Tyler Hubbard,Dancin' In The Country,2KtGiBi5CrX2ERPD2PAS34,0.657,0.871,7,-4.614,1,0.0675,0.0031,0.0,0.102,0.532,114.974,audio_features,spotify:track:2KtGiBi5CrX2ERPD2PAS34,https://api.spotify.com/v1/tracks/2KtGiBi5CrX2ERPD2PAS34,https://api.spotify.com/v1/audio-analysis/2KtGiBi5CrX2ERPD2PAS34,179640,4
David Guetta & Bebe Rexha,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,audio_features,spotify:track:4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK,175238,4
Taylor Swift,Timeless (Taylor's Version) (From The Vault),29fn9cpQP5bXvTOQiJrUfq,0.665,0.253,6,-11.018,1,0.103,0.633,0.784,0.116,0.453,176.144,audio_features,spotify:track:29fn9cpQP5bXvTOQiJrUfq,https://api.spotify.com/v1/tracks/29fn9cpQP5bXvTOQiJrUfq,https://api.spotify.com/v1/audio-analysis/29fn9cpQP5bXvTOQiJrUfq,141818,4
Nicki Minaj & Ice Spice With Aqua,Barbie World,741UUVE2kuITl0c6zuqqbO,0.77,0.58,0,-8.393,1,0.247,0.519,0.000127,0.233,0.753,144.072,audio_features,spotify:track:741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/tracks/741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/audio-analysis/741UUVE2kuITl0c6zuqqbO,109750,4
