Artist,Title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Taylor Swift,Haunted (Taylor's Version),62rlxI6g2PNaWsHoiRryto,0.563,0.443,5,-5.078,1,0.0247,0.842,0.0,0.293,0.313,80.962,audio_features,spotify:track:62rlxI6g2PNaWsHoiRryto,https://api.spotify.com/v1/tracks/62rlxI6g2PNaWsHoiRryto,https://api.spotify.com/v1/audio-analysis/62rlxI6g2PNaWsHoiRryto,217613,4
Bad Bunny,Where She Goes,4tYtBjOaTpnOPoLF1zsAzR,0.685,0.317,10,-10.977,1,0.293,0.605,0.861,0.101,0.28,78.642,audio_features,spotify:track:4tYtBjOaTpnOPoLF1zsAzR,https://api.spotify.com/v1/tracks/4tYtBjOaTpnOPoLF1zsAzR,https://api.spotify.com/v1/audio-analysis/4tYtBjOaTpnOPoLF1zsAzR,88291,4
Kane Brown,Bury Me In Georgia,2mltIbKkhQqyh8gCzaqxqA,0.391,0.816,2,-5.746,0,0.066,0.0169,0.0,0.0893,0.457,160.001,audio_features,spotify:track:2mltIbKkhQqyh8gCzaqxqA,https://api.spotify.com/v1/tracks/2mltIbKkhQqyh8gCzaqxqA,https://api.spotify.com/v1/audio-analysis/2mltIbKkhQqyh8gCzaqxqA,170683,4
Taylor Swift,Long Live (Taylor's Version),4hqJ4bSlYJOXb6Z4SRmzxs,0.375,0.65,0,-4.031,1,0.0402,0.0122,0.0,0.189,0.0752,203.89,audio_features,spotify:track:4hqJ4bSlYJOXb6Z4SRmzxs,https://api.spotify.com/v1/tracks/4hqJ4bSlYJOXb6Z4SRmzxs,https://api.spotify.com/v1/audio-analysis/4hqJ4bSlYJOXb6Z4SRmzxs,317960,4
Latto Featuring Cardi B,Put It On Da Floor Again,6c6WmIHcHlhccEwSFBhzNa,0.849,0.614,1,-7.323,1,0.317,0.0282,0.0,0.0603,0.472,111.363,audio_features,spotify:track:6c6WmIHcHlhccEwSFBhzNa,https://api.spotify.com/v1/tracks/6c6WmIHcHlhccEwSFBhzNa,https://api.spotify.com/v1/audio-analysis/6c6WmIHcHlhccEwSFBhzNa,185748,5
Post Malone,Chemical,4qzEjmuz380jeiBJp31oDY,0.48,0.895,2,-4.872,1,0.0426,0.00183,0.0,0.111,0.356,169.945,audio_features,spotify:track:4qzEjmuz380jeiBJp31oDY,https://api.spotify.com/v1/tracks/4qzEjmuz380jeiBJp31oDY,https://api.spotify.com/v1/audio-analysis/4qzEjmuz380jeiBJp31oDY,184005,4
Luke Combs,Love You Anyway,2kYevr8cbIAH2ha8210Bnz,0.532,0.489,4,-7.419,1,0.0311,0.149,0.0,0.237,0.32,139.807,audio_features,spotify:track:2kYevr8cbIAH2ha8210Bnz,https://api.spotify.com/v1/tracks/2kYevr8cbIAH2ha8210Bnz,https://api.spotify.com/v1/audio-analysis/2kYevr8cbIAH2ha8210Bnz,229627,4
Taylor Swift,Last Kiss (Taylor's Version),59KOoHFcw5XfICnO57holu,0.55,0.366,10,-8.46,1,0.0276,0.447,4.43e-06,0.101,0.16,79.401,audio_features,spotify:track:59KOoHFcw5XfICnO57holu,https://api.spotify.com/v1/tracks/59KOoHFcw5XfICnO57holu,https://api.spotify.com/v1/audio-analysis/59KOoHFcw5XfICnO57holu,369120,3
Taylor Swift,Never Grow Up (Taylor's Version),2EFZ9emtKWEglWUQGEQ3P9,0.685,0.323,2,-7.103,1,0.0289,0.851,0.0,0.198,0.569,125.058,audio_features,spotify:track:2EFZ9emtKWEglWUQGEQ3P9,https://api.spotify.com/v1/tracks/2EFZ9emtKWEglWUQGEQ3P9,https://api.spotify.com/v1/audio-analysis/2EFZ9emtKWEglWUQGEQ3P9,292920,4
Fuerza Regida,Sabor Fresa,1UMm1Qs3u59Wvk53zBUE8r,0.785,0.863,7,-4.599,0,0.0893,0.0883,0.0,0.0929,0.962,130.132,audio_features,spotify:track:1UMm1Qs3u59Wvk53zBUE8r,https://api.spotify.com/v1/tracks/1UMm1Qs3u59Wvk53zBUE8r,https://api.spotify.com/v1/audio-analysis/1UMm1Qs3u59Wvk53zBUE8r,156501,3
Lil Uzi Vert,Flooded The Face,4daEMLSZCgZ2Mt7gNm2SRa,0.64,0.609,1,-7.714,0,0.304,0.492,2.47e-06,0.152,0.393,131.889,audio_features,spotify:track:4daEMLSZCgZ2Mt7gNm2SRa,https://api.spotify.com/v1/tracks/4daEMLSZCgZ2Mt7gNm2SRa,https://api.spotify.com/v1/audio-analysis/4daEMLSZCgZ2Mt7gNm2SRa,192727,4
Kaliii,Area Codes,50mosUhGLjNrWcZEjLsFBa,0.823,0.388,1,-10.867,1,0.491,0.0187,0.0,0.0876,0.507,154.569,audio_features,spotify:track:50mosUhGLjNrWcZEjLsFBa,https://api.spotify.com/v1/tracks/50mosUhGLjNrWcZEjLsFBa,https://api.spotify.com/v1/audio-analysis/50mosUhGLjNrWcZEjLsFBa,139326,4
Peso Pluma & Grupo Frontera,Tulum,7bPp2NmpmyhLJ7zWazAXMu,0.557,0.866,6,-4.454,1,0.0503,0.394,0.0,0.11,0.631,167.767,audio_features,spotify:track:7bPp2NmpmyhLJ7zWazAXMu,https://api.spotify.com/v1/tracks/7bPp2NmpmyhLJ7zWazAXMu,https://api.spotify.com/v1/audio-analysis/7bPp2NmpmyhLJ7zWazAXMu,209415,4
Taylor Swift,Innocent (Taylor's Version),3kfgJql90tzgoxByioAMXR,0.552,0.608,1,-5.29,0,0.0259,0.186,0.0,0.125,0.17,134.05,audio_features,spotify:track:3kfgJql90tzgoxByioAMXR,https://api.spotify.com/v1/tracks/3kfgJql90tzgoxByioAMXR,https://api.spotify.com/v1/audio-analysis/3kfgJql90tzgoxByioAMXR,302253,4
Ice Spice & Nicki Minaj,Princess Diana,0ZxhtATQ0a6EvQNZ0z6NKV,0.898,0.676,9,-5.196,1,0.187,0.14,0.0,0.101,0.742,147.991,audio_features,spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,https://api.spotify.com/v1/tracks/0ZxhtATQ0a6EvQNZ0z6NKV,https://api.spotify.com/v1/audio-analysis/0ZxhtATQ0a6EvQNZ0z6NKV,172125,4
"Peso Pluma, Gabito Ballesteros & Junior H",Lady Gaga,7mXuWTczZNxG5EDcjFEuJR,0.646,0.736,5,-7.118,0,0.0449,0.216,0.0,0.415,0.873,140.098,audio_features,spotify:track:7mXuWTczZNxG5EDcjFEuJR,https://api.spotify.com/v1/tracks/7mXuWTczZNxG5EDcjFEuJR,https://api.spotify.com/v1/audio-analysis/7mXuWTczZNxG5EDcjFEuJR,212878,3
NewJeans,Super Shy,0a4MMyCrzT0En247IhqZbD,0.593,0.935,4,-3.43,0,0.225,0.268,0.0,0.286,0.783,99.976,audio_features,spotify:track:0a4MMyCrzT0En247IhqZbD,https://api.spotify.com/v1/tracks/0a4MMyCrzT0En247IhqZbD,https://api.spotify.com/v1/audio-analysis/0a4MMyCrzT0En247IhqZbD,179027,4
Doechii Featuring Kodak Black,What It Is (Block Boy),1O8zCu3dLLPxkbGfIsbRgE,0.731,0.744,1,-5.77,0,0.174,0.109,0.0,0.123,0.727,171.859,audio_features,spotify:track:1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/tracks/1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/audio-analysis/1O8zCu3dLLPxkbGfIsbRgE,223344,4
Fuerza Regida,TQM,1UMm1Qs3u59Wvk53zBUE8r,0.785,0.863,7,-4.599,0,0.0893,0.0883,0.0,0.0929,0.962,130.132,audio_features,spotify:track:1UMm1Qs3u59Wvk53zBUE8r,https://api.spotify.com/v1/tracks/1UMm1Qs3u59Wvk53zBUE8r,https://api.spotify.com/v1/audio-analysis/1UMm1Qs3u59Wvk53zBUE8r,156501,3
Taylor Swift,Ours (Taylor's Version),3yNJkriPzWjkkDAWHIAVUq,0.535,0.488,0,-8.261,1,0.0278,0.449,0.0,0.111,0.348,159.813,audio_features,spotify:track:3yNJkriPzWjkkDAWHIAVUq,https://api.spotify.com/v1/tracks/3yNJkriPzWjkkDAWHIAVUq,https://api.spotify.com/v1/audio-analysis/3yNJkriPzWjkkDAWHIAVUq,235803,4
Young Nudy Featuring 21 Savage,Peaches & Eggplants,2KcQ0PbPj0O3P48B9YX7iN,0.911,0.536,4,-7.884,0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,audio_features,spotify:track:2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/tracks/2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/audio-analysis/2KcQ0PbPj0O3P48B9YX7iN,203813,4
Lil Durk Featuring Morgan Wallen,Stand By Me,2gs8HVC6KXOQe76XggzZH5,0.816,0.144,7,-10.148,1,0.0398,0.797,7.81e-06,0.485,0.523,99.678,audio_features,spotify:track:2gs8HVC6KXOQe76XggzZH5,https://api.spotify.com/v1/tracks/2gs8HVC6KXOQe76XggzZH5,https://api.spotify.com/v1/audio-analysis/2gs8HVC6KXOQe76XggzZH5,169013,4
Jon Pardi,Your Heart Or Mine,7ETjhPaIU4UmHOiimJBZz9,0.639,0.713,5,-4.368,0,0.0337,0.0539,0.0,0.102,0.717,86.1,audio_features,spotify:track:7ETjhPaIU4UmHOiimJBZz9,https://api.spotify.com/v1/tracks/7ETjhPaIU4UmHOiimJBZz9,https://api.spotify.com/v1/audio-analysis/7ETjhPaIU4UmHOiimJBZz9,161200,4
David Kushner,Daylight,1odExI7RdWc4BT515LTAwj,0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,audio_features,spotify:track:1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/tracks/1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/audio-analysis/1odExI7RdWc4BT515LTAwj,212954,4
Taylor Swift,Superman (Taylor's Version),2xfmfQtG4HFSzVlTLfWJca,0.757,0.767,6,-4.306,0,0.0329,0.00654,9.2e-05,0.165,0.43,110.491,audio_features,spotify:track:2xfmfQtG4HFSzVlTLfWJca,https://api.spotify.com/v1/tracks/2xfmfQtG4HFSzVlTLfWJca,https://api.spotify.com/v1/audio-analysis/2xfmfQtG4HFSzVlTLfWJca,412638,4
Justin Moore & Priscilla Block,"You, Me, & Whiskey",2BLlpdGCv0IErmH3OBGHYJ,0.555,0.88,0,-4.351,0,0.0535,0.0803,0.0,0.174,0.422,144.076,audio_features,spotify:track:2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/tracks/2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/audio-analysis/2BLlpdGCv0IErmH3OBGHYJ,187941,4
Lil Uzi Vert Featuring Nicki Minaj,Endless Fashion,41bmnQZoDMQdDh5zyomtW7,0.731,0.605,1,-5.01,1,0.19,0.067,7.7e-06,0.177,0.413,132.946,audio_features,spotify:track:41bmnQZoDMQdDh5zyomtW7,https://api.spotify.com/v1/tracks/41bmnQZoDMQdDh5zyomtW7,https://api.spotify.com/v1/audio-analysis/41bmnQZoDMQdDh5zyomtW7,216704,4
"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,3BKD1PwArikchz2Zrlp1qi,0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,audio_features,spotify:track:3BKD1PwArikchz2Zrlp1qi,https://api.spotify.com/v1/tracks/3BKD1PwArikchz2Zrlp1qi,https://api.spotify.com/v1/audio-analysis/3BKD1PwArikchz2Zrlp1qi,140018,4
Young Thug Featuring Drake,Oh U Went,7qLr3HMApUbyDkUvgIvHnB,0.808,0.789,7,-5.88,0,0.236,0.0517,0.0,0.0819,0.465,136.01,audio_features,spotify:track:7qLr3HMApUbyDkUvgIvHnB,https://api.spotify.com/v1/tracks/7qLr3HMApUbyDkUvgIvHnB,https://api.spotify.com/v1/audio-analysis/7qLr3HMApUbyDkUvgIvHnB,185333,4
Post Malone,Mourning,5KE9b4x7Zj2A8XtbkqhqTe,0.724,0.772,6,-4.389,0,0.184,0.25,0.0,0.308,0.347,95.074,audio_features,spotify:track:5KE9b4x7Zj2A8XtbkqhqTe,https://api.spotify.com/v1/tracks/5KE9b4x7Zj2A8XtbkqhqTe,https://api.spotify.com/v1/audio-analysis/5KE9b4x7Zj2A8XtbkqhqTe,168280,4
"The Weeknd, Playboi Carti & Madonna",Popular,2BRk8p8Mc39p4sMULNPKXC,0.765,0.434,1,-14.769,1,0.0718,0.0165,0.884,0.0968,0.114,99.29,audio_features,spotify:track:2BRk8p8Mc39p4sMULNPKXC,https://api.spotify.com/v1/tracks/2BRk8p8Mc39p4sMULNPKXC,https://api.spotify.com/v1/audio-analysis/2BRk8p8Mc39p4sMULNPKXC,214884,4
Bizarrap & Peso Pluma,"Bzrp Music Sessions, Vol. 55",5AqiaZwhmC6dIbgWrD5SzV,0.854,0.668,5,-7.848,0,0.0466,0.264,5.61e-05,0.117,0.805,132.966,audio_features,spotify:track:5AqiaZwhmC6dIbgWrD5SzV,https://api.spotify.com/v1/tracks/5AqiaZwhmC6dIbgWrD5SzV,https://api.spotify.com/v1/audio-analysis/5AqiaZwhmC6dIbgWrD5SzV,187660,3
FendiDa Rappa With Cardi B,Point Me 2,69ZBK01gsgWUnA55BEaAPu,0.773,0.607,10,-6.768,0,0.382,0.0354,0.0,0.111,0.279,155.026,audio_features,spotify:track:69ZBK01gsgWUnA55BEaAPu,https://api.spotify.com/v1/tracks/69ZBK01gsgWUnA55BEaAPu,https://api.spotify.com/v1/audio-analysis/69ZBK01gsgWUnA55BEaAPu,225492,4
Lainey Wilson,Watermelon Moonshine,7Fa7EcDrcGw2SUh8WjX3zo,0.739,0.413,1,-6.709,1,0.0282,0.47,2.51e-05,0.131,0.649,139.921,audio_features,spotify:track:7Fa7EcDrcGw2SUh8WjX3zo,https://api.spotify.com/v1/tracks/7Fa7EcDrcGw2SUh8WjX3zo,https://api.spotify.com/v1/audio-analysis/7Fa7EcDrcGw2SUh8WjX3zo,208853,4
Peso Pluma,Bye,6f8wbdo8KU5ETWJA7lapgS,0.782,0.812,0,-6.613,1,0.0469,0.567,0.00045,0.101,0.7,122.063,audio_features,spotify:track:6f8wbdo8KU5ETWJA7lapgS,https://api.spotify.com/v1/tracks/6f8wbdo8KU5ETWJA7lapgS,https://api.spotify.com/v1/audio-analysis/6f8wbdo8KU5ETWJA7lapgS,212976,3
Peso Pluma & Junior H,Luna,3RA55zrRkyPK8Fd86hrMy8,0.747,0.629,9,-8.509,0,0.0363,0.328,0.00409,0.154,0.793,127.819,audio_features,spotify:track:3RA55zrRkyPK8Fd86hrMy8,https://api.spotify.com/v1/tracks/3RA55zrRkyPK8Fd86hrMy8,https://api.spotify.com/v1/audio-analysis/3RA55zrRkyPK8Fd86hrMy8,163552,3
DaBaby,Shake Sumn,3FhZPYvMGSjFc6boVYKlCv,0.783,0.768,11,-8.471,0,0.157,0.00198,0.0,0.171,0.267,143.071,audio_features,spotify:track:3FhZPYvMGSjFc6boVYKlCv,https://api.spotify.com/v1/tracks/3FhZPYvMGSjFc6boVYKlCv,https://api.spotify.com/v1/audio-analysis/3FhZPYvMGSjFc6boVYKlCv,124806,4
Morgan Wallen,Everything I Love,03fs6oV5JAlbytRYf3371S,0.568,0.841,8,-3.802,1,0.0261,0.00514,0.000503,0.147,0.668,103.983,audio_features,spotify:track:03fs6oV5JAlbytRYf3371S,https://api.spotify.com/v1/tracks/03fs6oV5JAlbytRYf3371S,https://api.spotify.com/v1/audio-analysis/03fs6oV5JAlbytRYf3371S,187047,4
Karol G x Shakira,TQG,0DWdj2oZMBFSzRsi2Cvfzf,0.72,0.63,4,-3.547,0,0.277,0.673,0.0,0.0936,0.607,179.974,audio_features,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,https://api.spotify.com/v1/tracks/0DWdj2oZMBFSzRsi2Cvfzf,https://api.spotify.com/v1/audio-analysis/0DWdj2oZMBFSzRsi2Cvfzf,199440,4
Peso Pluma,Por Las Noches,2VzCjpKvPB1l1tqLndtAQa,0.807,0.595,0,-7.19,1,0.0325,0.31,2.44e-05,0.0735,0.392,92.491,audio_features,spotify:track:2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/tracks/2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/audio-analysis/2VzCjpKvPB1l1tqLndtAQa,239845,4
Myke Towers,LaLa,1xK1Gg9SxG8fy2Ya373oqb,0.713,0.617,8,-4.637,1,0.0887,0.122,0.0,0.0962,0.682,168.021,audio_features,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,https://api.spotify.com/v1/tracks/1xK1Gg9SxG8fy2Ya373oqb,https://api.spotify.com/v1/audio-analysis/1xK1Gg9SxG8fy2Ya373oqb,232853,4
Yahritza y Su Esencia x Grupo Frontera,Fragil,4JdSXF2p71cr8uCY3UiJM0,0.605,0.726,6,-4.515,1,0.0309,0.365,0.0,0.112,0.393,149.918,audio_features,spotify:track:4JdSXF2p71cr8uCY3UiJM0,https://api.spotify.com/v1/tracks/4JdSXF2p71cr8uCY3UiJM0,https://api.spotify.com/v1/audio-analysis/4JdSXF2p71cr8uCY3UiJM0,160518,4
Peso Pluma & Jasiel Nunez,Lagunas,3HOKxuTDmNVmIlCIpBiD8m,0.77,0.622,11,-10.621,1,0.026,0.328,0.00603,0.149,0.792,115.952,audio_features,spotify:track:3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/tracks/3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/audio-analysis/3HOKxuTDmNVmIlCIpBiD8m,231247,3
Peso Pluma,Rubicon,0xGZjxYqcNQ8WqxyeZ4eSN,0.758,0.816,5,-7.284,1,0.0406,0.136,3.64e-06,0.326,0.915,139.959,audio_features,spotify:track:0xGZjxYqcNQ8WqxyeZ4eSN,https://api.spotify.com/v1/tracks/0xGZjxYqcNQ8WqxyeZ4eSN,https://api.spotify.com/v1/audio-analysis/0xGZjxYqcNQ8WqxyeZ4eSN,238447,3
Junior H x Peso Pluma,El Azul,1haJsMtoBhHfvuM7XWuT3W,0.558,0.648,9,-7.081,0,0.055,0.226,7.76e-06,0.0986,0.844,143.876,audio_features,spotify:track:1haJsMtoBhHfvuM7XWuT3W,https://api.spotify.com/v1/tracks/1haJsMtoBhHfvuM7XWuT3W,https://api.spotify.com/v1/audio-analysis/1haJsMtoBhHfvuM7XWuT3W,187226,3
Morgan Wallen Featuring ERNEST,Cowgirls,5m3F7x3wk7S3Zm5mzc0gXP,0.622,0.782,8,-3.78,1,0.0351,0.199,5.5e-06,0.159,0.374,172.032,audio_features,spotify:track:5m3F7x3wk7S3Zm5mzc0gXP,https://api.spotify.com/v1/tracks/5m3F7x3wk7S3Zm5mzc0gXP,https://api.spotify.com/v1/audio-analysis/5m3F7x3wk7S3Zm5mzc0gXP,181621,4
Sexyy Red & Tay Keith & Nicki Minaj,Pound Town 2,6IEXjer2qbXhRLFv99NQQv,0.637,0.634,2,-8.126,1,0.426,0.174,0.0,0.149,0.49,178.037,audio_features,spotify:track:6IEXjer2qbXhRLFv99NQQv,https://api.spotify.com/v1/tracks/6IEXjer2qbXhRLFv99NQQv,https://api.spotify.com/v1/audio-analysis/6IEXjer2qbXhRLFv99NQQv,194048,4
"Tyler, The Creator Featuring Kali Uchis",See You Again,7KA4W4McWYRpgf0fWsJZWB,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4
Rod Wave,Fight The Feeling,5ie5OPdaP9fivYaKcjwKF1,0.596,0.545,3,-6.911,0,0.0368,0.703,0.0,0.0811,0.0923,82.07,audio_features,spotify:track:5ie5OPdaP9fivYaKcjwKF1,https://api.spotify.com/v1/tracks/5ie5OPdaP9fivYaKcjwKF1,https://api.spotify.com/v1/audio-analysis/5ie5OPdaP9fivYaKcjwKF1,191159,4
Tainy & Bad Bunny,Mojabi Ghost,1dpaN50PdAeiXHYwgK9g2v,0.661,0.678,2,-7.553,1,0.0459,0.00291,0.0892,0.283,0.196,126.082,audio_features,spotify:track:1dpaN50PdAeiXHYwgK9g2v,https://api.spotify.com/v1/tracks/1dpaN50PdAeiXHYwgK9g2v,https://api.spotify.com/v1/audio-analysis/1dpaN50PdAeiXHYwgK9g2v,209529,4
Jonas Brothers,Waffle House,5iE3eUH2WGCXcE2xr6DEmU,0.729,0.763,10,-4.407,1,0.0363,0.033,1e-06,0.192,0.864,126.002,audio_features,spotify:track:5iE3eUH2WGCXcE2xr6DEmU,https://api.spotify.com/v1/tracks/5iE3eUH2WGCXcE2xr6DEmU,https://api.spotify.com/v1/audio-analysis/5iE3eUH2WGCXcE2xr6DEmU,145441,4
